"Fecha","Tipo de dólar","Precio de venta","Precio de compra"
"11/03/15","Informal","12.750","12.550"
"11/03/15","Bolsa","12.100","12.100"
"30/03/15","Casas de cambio","8.820","8.650"
"30/03/15","Informal","12.700","12.500"
"30/03/15","Bolsa","11.920","11.920"
"31/03/15","Casas de cambio","8.820","8.670"
"31/03/15","Informal","12.680","12.480"
"31/03/15","Bolsa","12.050","12.050"
"01/04/15","Casas de cambio","8.830","8.680"
"01/04/15","Informal","12.500","12.300"
"01/04/15","Bolsa","12.070","12.070"
"06/04/15","Casas de cambio","8.850","8.680"
"06/04/15","Informal","12.500","12.300"
"06/04/15","Bolsa","12.040","12.040"
"07/04/15","Casas de cambio","8.840","8.740"
"07/04/15","Informal","12.390","12.290"
"07/04/15","Bolsa","12.040","12.040"
"08/04/15","Casas de cambio","8.850","8.680"
"08/04/15","Informal","12.450","12.350"
"08/04/15","Bolsa","11.920","11.920"
"09/04/15","Casas de cambio","8.850","8.750"
"09/04/15","Informal","12.390","12.290"
"09/04/15","Bolsa","11.850","11.850"
"13/04/15","Casas de cambio","8.850","8.680"
"13/04/15","Informal","12.380","12.180"
"13/04/15","Bolsa","11.920","11.920"
"14/04/15","Casas de cambio","8.860","8.760"
"14/04/15","Informal","12.500","12.300"
"14/04/15","Bolsa","12.010","12.010"
"15/04/15","Casas de cambio","8.870","8.670"
"15/04/15","Informal","12.800","12.600"
"15/04/15","Bolsa","12.030","12.030"
"16/04/15","Casas de cambio","8.870","8.770"
"16/04/15","Informal","12.700","12.500"
"16/04/15","Bolsa","12.130","12.130"
"20/04/15","Casas de cambio","8.870","8.670"
"20/04/15","Informal","12.680","12.480"
"20/04/15","Bolsa","11.810","11.810"
"21/04/15","Casas de cambio","8.870","8.770"
"21/04/15","Informal","12.710","12.510"
"21/04/15","Bolsa","11.850","11.850"
"22/04/15","Casas de cambio","8.870","8.670"
"22/04/15","Informal","12.790","12.590"
"22/04/15","Bolsa","11.710","11.710"
"27/04/15","Casas de cambio","8.890","8.770"
"27/04/15","Informal","12.670","12.470"
"27/04/15","Bolsa","11.780","11.780"
"28/04/15","Casas de cambio","8.900","8.690"
"28/04/15","Informal","12.750","12.550"
"28/04/15","Bolsa","11.820","11.820"
"29/04/15","Casas de cambio","8.910","8.810"
"29/04/15","Informal","12.730","12.530"
"29/04/15","Bolsa","11.830","11.830"
"05/05/15","Casas de cambio","8.920","8.820"
"05/05/15","Informal","12.600","12.400"
"05/05/15","Bolsa","11.750","11.750"
"06/05/15","Casas de cambio","8.920","8.820"
"06/05/15","Informal","12.600","12.400"
"06/05/15","Bolsa","11.800","11.800"
"12/05/15","Casas de cambio","8.940","8.840"
"12/05/15","Informal","12.550","12.350"
"12/05/15","Bolsa","11.620","11.620"
"13/05/15","Casas de cambio","8.940","8.840"
"13/05/15","Informal","12.700","12.400"
"13/05/15","Bolsa","11.710","11.710"
"20/05/15","Casas de cambio","8.960","8.850"
"20/05/15","Informal","12.650","12.450"
"20/05/15","Bolsa","11.550","11.550"
"21/05/15","Casas de cambio","8.970","8.870"
"21/05/15","Informal","12.650","12.450"
"21/05/15","Bolsa","11.480","11.480"
"26/05/15","Casas de cambio","8.980","8.880"
"26/05/15","Informal","12.720","12.520"
"26/05/15","Bolsa","11.480","11.480"
"27/05/15","Casas de cambio","8.980","8.880"
"27/05/15","Informal","12.700","12.500"
"27/05/15","Bolsa","11.550","11.550"
"01/06/15","Casas de cambio","9.000","8.800"
"01/06/15","Informal","12.630","12.430"
"01/06/15","Bolsa","11.470","11.470"
"02/06/15","Casas de cambio","9.000","8.800"
"02/06/15","Informal","12.650","12.450"
"02/06/15","Bolsa","11.400","11.400"
"04/06/15","Casas de cambio","9.010","8.810"
"04/06/15","Informal","12.600","12.400"
"04/06/15","Bolsa","11.520","11.520"
"08/06/15","Casas de cambio","9.020","8.970"
"08/06/15","Informal","12.620","12.420"
"08/06/15","Bolsa","11.500","11.500"
"16/06/15","Casas de cambio","9.030","8.840"
"16/06/15","Informal","12.800","12.6"
"16/06/15","Bolsa","11.900","11.900"
"17/06/15","Casas de cambio","9.050","8.950"
"17/06/15","Informal","12.950","12.750"
"17/06/15","Bolsa","12.060","12.060"
"18/06/15","Casas de cambio","9.060","8.960"
"18/06/15","Informal","13.080","12.78"
"18/06/15","Bolsa","12.060","12.060"
"22/06/15","Casas de cambio","9.060","8.960"
"22/06/15","Informal","13.000","12.800"
"22/06/15","Bolsa","12.190","12.190"
"23/06/15","Casas de cambio","9.060","8.960"
"23/06/15","Informal","13.350","13.1"
"23/06/15","Bolsa","12.240","12.240"
"24/06/15","Casas de cambio","9.070","8.970"
"24/06/15","Informal","13.500","13.300"
"24/06/15","Bolsa","12.400","12.400"
"25/06/15","Casas de cambio","9.070","8.970"
"25/06/15","Informal","13.600","13.4"
"25/06/15","Bolsa","12.570","12.570"
"30/06/15","Casas de cambio","9.100","9.050"
"30/06/15","Informal","13.400","13.300"
"30/06/15","Bolsa","13.020","13.020"
"06/07/15","Casas de cambio","9.110","8.910"
"06/07/15","Informal","13.450","13.250"
"06/07/15","Bolsa","12.950","12.950"
"07/07/15","Casas de cambio","9.110","8.910"
"07/07/15","Informal","13.600","13.400"
"07/07/15","Bolsa","12.950","12.950"
"08/07/15","Casas de cambio","9.120","8.910"
"08/07/15","Informal","13.630","13.400"
"08/07/15","Bolsa","12.950","12.950"
"13/07/15","Casas de cambio","9.120","8.910"
"13/07/15","Informal","13.850","13.650"
"13/07/15","Bolsa","12.940","12.940"
"14/07/15","Casas de cambio","9.140","9.090"
"14/07/15","Informal","14.050","13.700"
"14/07/15","Bolsa","12.020","12.020"
"15/07/15","Casas de cambio","9.140","9.090"
"15/07/15","Informal","13.880","13.730"
"15/07/15","Bolsa","12.360","12.360"
"16/07/15","Casas de cambio","9.150","9.100"
"16/07/15","Informal","14.050","13.900"
"16/07/15","Bolsa","12.520","12.520"
"17/07/15","Casas de cambio","9.140","9.090"
"17/07/15","Informal","14.400","14.200"
"17/07/15","Bolsa","13.100","13.100"
"20/07/15","Casas de cambio","9.140","9.080"
"20/07/15","Informal","14.550","14.350"
"20/07/15","Bolsa","13.110","13.110"
"21/07/15","Casas de cambio","9.160","9.110"
"21/07/15","Informal","15.090","15.000"
"21/07/15","Bolsa","13.280","13.280"
"22/07/15","Casas de cambio","9.160","9.110"
"22/07/15","Informal","14.890","14.900"
"22/07/15","Bolsa","13.410","13.410"
"23/07/15","Casas de cambio","9.160","9.050"
"23/07/15","Informal","14.700","14.500"
"23/07/15","Bolsa","13.070","13.070"
"23/07/15","Casas de cambio","9.180","9.130"
"23/07/15","Informal","14.500","14.350"
"23/07/15","Bolsa","11.910","11.910"
"28/07/15","Casas de cambio","9.170","9.070"
"28/07/15","Informal","15.000","14.800"
"28/07/15","Bolsa","13.030","13.030"
"29/07/15","Casas de cambio","9.200","9.100"
"29/07/15","Informal","14.940","14.800"
"29/07/15","Bolsa","13.010","13.010"
"30/07/15","Casas de cambio","9.180","9.080"
"30/07/15","Informal","14.900","14.700"
"30/07/15","Bolsa","12.920","12.920"
"31/07/15","Casas de cambio","9.200","9.140"
"31/07/15","Informal","14.940","14.800"
"31/07/15","Bolsa","11.240","11.240"
"03/08/15","Casas de cambio","9.200","9.140"
"03/08/15","Informal","14.890","14.820"
"03/08/15","Bolsa","11.240","11.240"
"04/08/15","Casas de cambio","9.210","9.150"
"04/08/15","Informal","14.900","14.820"
"04/08/15","Bolsa","11.240","11.240"
"05/08/15","Casas de cambio","9.210","9.150"
"05/08/15","Informal","14.950","14.840"
"05/08/15","Bolsa","11.240","11.240"
"06/08/15","Casas de cambio","9.230","9.180"
"06/08/15","Informal","14.980","14.800"
"06/08/15","Bolsa","11.250","13.260"
"07/08/15","casas de cambio","9.225","9.175"
"07/08/15","Informal","14.920","14.770"
"07/08/15","Bolsa","11.250","13.230"
"10/08/15","casas de cambio","9.230","9.175"
"10/08/15","Informal","14.820","14.670"
"10/08/15","Bolsa","11.250","11.250"
"11/08/15","casas de cambio","9.230","9.180"
"11/08/15","Informal","14.830","14.670"
"11/08/15","Bolsa","13.290","13.290"
"12/08/15","Casas de cambio","9.230","9.180"
"12/08/15","Informal","14.830","14.670"
"12/08/15","Bolsa","13.320","13.320"
"14/08/15","Casas de cambio","9.255","9.205"
"14/08/15","Informal","15.100","14.950"
"14/08/15","Bolsa","13.410","13.410"
"17/08/15","Casas de cambio","9.260","9.210"
"17/08/15","Informal","15.100","15.000"
"17/08/15","Bolsa","13.410","13.410"
"18/08/15","Casas de cambio","9.260","9.210"
"18/08/15","Informal","15.050","15.000"
"18/08/15","Bolsa","13.450","13.450"
"19/08/15","Casas de cambio","9.260","9.210"
"19/08/15","Informal","15.150","15.080"
"19/08/15","Bolsa","13.450","13.450"
"20/08/15","Casas de cambio","9.260","9.210"
"20/08/15","Informal","15.300","15.200"
"20/08/15","Bolsa","13.450","13.450"
"21/08/15","Casas de cambio","9.270","9.220"
"21/08/15","Informal","15.550","15.400"
"21/08/15","Bolsa","13.220","13.220"
"24/08/15","Casas de cambio","9.280","9.230"
"24/08/15","Informal","15.840","15.690"
"24/08/15","Bolsa","13.290","13.290"
"25/08/15","Casas de cambio","9.285","9.235"
"25/08/15","Informal","15.970","15.820"
"25/08/15","Bolsa","13.800","13.800"
"26/08/15","Casas de cambio","9.290","9.240"
"26/08/15","Informal","15.920","15.770"
"26/08/15","Bolsa","13.800","13.800"
"27/08/15","Casas de cambio","9.295","9.245"
"27/08/15","Informal","15.670","15.520"
"27/08/15","Bolsa","13.620","13.620"
"28/08/15","Casas de cambio","9.300","9.250"
"28/08/15","Informal","15.530","15.450"
"28/08/15","Bolsa","11.690","11.690"
"31/08/15","Casas de cambio","9.310","9.260"
"31/08/15","Informal","15.470","15.320"
"31/08/15","Bolsa","13.850","13.850"
"01/09/15","Casas de cambio","9.315","9.270"
"01/09/15","Informal","15.510","15.450"
"01/09/15","Bolsa","13.850","13.850"
"02/09/15","Casas de cambio","9.320","9.270"
"02/09/15","Informal","15.620","15.550"
"02/09/15","Bolsa","13.930","13.930"
"03/09/15","Casas de cambio","9.330","9.280"
"03/09/15","Informal","15.600","15.510"
"03/09/15","Bolsa","13.930","13.930"
"04/09/15","Casas de cambio","9.330","9.280"
"04/09/15","Informal","15.480","15.400"
"04/09/15","Bolsa","13.930","13.930"
"07/09/15","Casas de cambio","9.335","9.285"
"07/09/15","Informal","15.450","15.390"
"07/09/15","Bolsa","14.070","14.070"
"08/09/15","Casas de cambio","9.340","9.300"
"08/09/15","Informal","15.510","15.490"
"08/09/15","Bolsa","14.070","14.070"
"09/09/15","Casas de cambio","9.350","9.310"
"09/09/15","Informal","15.550","15.500"
"09/09/15","Bolsa","14.070","14.070"
"10/09/15","Casas de cambio","9.360","9.320"
"10/09/15","Informal","15.520","15.480"
"10/09/15","Bolsa","14.070","14.070"
"14/09/15","Casas de cambio","9.370","9.330"
"14/09/15","Informal","15.620","15.550"
"14/09/15","Bolsa","14.070","14.070"
"15/09/15","Casas de cambio","9.375","9.330"
"15/09/15","Informal","15.680","15.630"
"15/09/15","Bolsa","14.070","14.070"
"16/09/15","Casas de cambio","9.380","9.360"
"16/09/15","Informal","15.850","15.800"
"16/09/15","Bolsa","14.070","14.070"
"17/09/15","Casas de cambio","9.385","9.360"
"17/09/15","Informal","15.910","15.880"
"17/09/15","Bolsa","14.070","14.070"
"18/09/15","Casas de cambio","9.390","9.360"
"18/09/15","Informal","15.860","15.810"
"18/09/15","Bolsa","14.070","14.070"
"21/09/15","Casas de cambio","9.400","9.380"
"21/09/15","Informal","15.900","15.850"
"21/09/15","Bolsa","14.070","14.070"
"22/09/15","Casas de cambio","9.400","9.380"
"22/09/15","Informal","15.950","15.900"
"22/09/15","Bolsa","13.060","13.060"
"23/09/15","Casas de cambio","9.410","9.390"
"23/09/15","Informal","15.930","15.890"
"23/09/15","Bolsa","13.060","13.060"
"24/09/15","Casas de cambio","9.415","9.390"
"24/09/15","Informal","16.010","15.970"
"24/09/15","Bolsa","13.040","13.040"
"25/09/15","Casas de cambio","9.420","9.390"
"25/09/15","Informal","16.060","16.000"
"25/09/15","Bolsa","13.040","13.040"
"26/09/15","Casas de cambio","9.420","9.400"
"28/09/15","Informal","16.010","15.950"
"28/09/15","Bolsa","13.040","13.040"
"28/09/15","Casas de cambio","9.425","9.400"
"01/10/15","Bolsa","13.040","13.040"
"01/10/15","Casas de cambio","9.425","9.400"
"01/10/15","Informal","16.020","15.980"
"06/10/15","Bolsa","13.040","13.040"
"06/10/15","Casas de cambio","9.460","9.420"
"06/10/15","Informal","15.740","15.700"
"13/10/15","Casas de cambio","9.470","9.440"
"13/10/15","Informal","15.840","15.800"
"13/10/15","Bolsa","13.040","13.040"
"19/10/15","Casas de cambio","9.510","9.480"
"19/10/15","Informal","16.110","16.030"
"19/10/15","Bolsa","13.040","13.040"
"20/10/15","Casas de cambio","9.510","9.490"
"20/10/15","Informal","16.030","15.980"
"20/10/15","Bolsa","13.040","13.040"
"21/10/15","Casas de cambio","9.510","9.480"
"21/10/15","Informal","15.920","15.880"
"21/10/15","Bolsa","13.040","13.040"
"22/10/15","Casas de cambio","9.520","9.490"
"22/10/15","Informal","16.030","15.960"
"22/10/15","Bolsa","13.040","13.040"
"23/10/15","Casas de cambio","9.520","9.490"
"23/10/15","Informal","16.060","16.000"
"23/10/15","Bolsa","13.040","13.040"
"26/10/15","Casas de cambio","9.540","9.520"
"26/10/15","Informal","15.810","15.750"
"26/10/15","Bolsa","13.040","13.040"
"28/10/15","Casas de cambio","9.540","9.520"
"28/10/15","Informal","15.900","15.850"
"28/10/15","Bolsa","13.810","13.810"
"29/10/15","Casas de cambio","9.540","9.500"
"29/10/15","Informal","15.780","15.720"
"29/10/15","Bolsa","13.810","13.810"
"02/11/15","Casas de cambio","9.560","9.540"
"02/11/15","Informal","15.630","15.580"
"02/11/15","Bolsa","13.810","13.810"
"03/11/15","Casas de cambio","9.570","9.540"
"03/11/15","Informal","15.530","15.480"
"03/11/15","Bolsa","13.810","13.810"
"05/11/15","Casas de cambio","9.570","9.540"
"05/11/15","Informal","15.140","15.110"
"05/11/15","Bolsa","13.810","13.810"
"09/11/15","Casas de cambio","9.590","9.570"
"09/11/15","Informal","14.450","14.400"
"09/11/15","Bolsa","13.810","13.810"
"11/11/15","Casas de cambio","9.590","9.570"
"11/11/15","Informal","15.330","15.270"
"11/11/15","Bolsa","13.810","13.810"
"12/11/15","Casas de cambio","9.590","9.570"
"12/11/15","Informal","15.270","15.190"
"12/11/15","Bolsa","15.330","15.330"
"16/11/15","Casas de cambio","9.640","9.620"
"16/11/15","Informal","15.100","15.050"
"16/11/15","Bolsa","13.810","13.810"
"26/11/15","Casas de cambio","9.690","9.640"
"26/11/15","Informal","15.040","14.980"
"26/11/15","Bolsa","15.330","15.330"
"03/12/15","Casas de cambio","9.720","9.690"
"03/12/15","Informal","14.730","14.660"
"03/12/15","Bolsa","14.590","14.590"
"10/12/15","Casas de cambio","9.760","9.720"
"10/12/15","Informal","14.770","14.700"
"10/12/15","Bolsa","14.980","14.980"
"17/12/15","Casas de cambio","13.500","14.500"
"18/12/15","Casas de cambio","13.600","13.300"
"21/12/15","Casas de cambio","13.100","12.800"
"23/12/15","Casas de cambio","13.300","13.000"
"05/01/16","Casas de cambio","14.000","13.700"
"19/01/16","Casas de cambio","13.687","13.310"
"25/01/16","Casas de cambio","14.060","13.690"
"10/02/16","Casas de cambio","14.700","14.330"
"15/02/16","Casas de cambio","14.940","14.590"
"16/02/16","Casas de cambio","15.000","14.640"
"17/02/16","Casas de cambio","15.110","14.750"
"23/02/16","Casas de cambio","15.630","15.260"
"29/02/16","Casas de cambio","15.870","15.510"
"01/03/16","Casas de cambio","16.030","15.665"
"03/03/16","Casas de cambio","15.470","15.100"
"04/03/16","Casas de cambio","15.430","15.060"
"14/03/16","Casas de cambio","14.990","14.630"
"16/03/16","Casas de cambio","14.800","14.440"
"17/03/16","Casas de cambio","15.030","14.870"
"20/03/16","Casas de cambio","14.820","14.560"
"28/03/16","Casas de cambio","14.970","14.670"
"29/03/16","Casas de cambio","14.860","14.510"
"22/04/16","Casas de cambio","14.640","14.290"
"19/05/16","Casas de cambio","14.450","13.950"
"24/06/16","Casas de cambio","15.090","15.000"
"19/07/16","Casas de cambio","15.260","14.910"
"20/07/16","Casas de cambio","15.220","14.890"
"21/07/16","Casas de cambio","15.280","14.930"
"24/07/16","Casas de cambio","15.160","14.810"
"29/07/16","Casas de cambio","15.290","14.940"
"01/08/16","Casas de cambio","15.221","14.869"
"02/08/16","Casas de cambio","15.150","14.750"
"05/08/16","Casas de cambio","15.077","14.721"
"08/08/16","Casas de cambio","15.050","14.600"
"18/08/16","Casas de cambio","15.130","14.770"
"05/09/16","Casas de cambio","15.215","14.865"
"19/09/16","Casas de cambio","15.358","15.000"
"29/09/16","Casas de cambio","15.520","15.180"
"05/10/16","Casas de cambio","15.420","15.068"
"07/10/16","Casas de cambio","15.443","15.088"
"11/10/16","Casas de cambio","15.425","15.065"
"25/10/16","Casas de cambio","15.376","15.023"
"01/11/16","Casas de cambio","15.348","14.994"
"14/11/16","Casas de cambio","15.730","15.370"
"17/11/16","Casas de cambio","15.680","15.320"
"25/11/16","Casas de cambio","15.770","15.420"
"30/11/16","Casas de cambio","16.010","15.660"
"30/11/16","Casas de cambio","16.020","16.000"
"13/12/16","Casas de cambio","16.240","15.780"
"19/12/16","Casas de cambio","16.050","15.690"
"23/12/16","Casas de cambio","15.79","15.430"
"29/12/16","Casas de cambio","16.14","15.760"
"05/01/17","Casas de cambio","16.050","15.660"
"23/01/17","Casas de cambio","16.190","15.790"
"01/02/17","Casas de cambio","16.040","15.690"
"03/02/17","Casas de cambio","15.880","15.480"
"11/02/17","Casas de cambio","15.810","15.430"
"13/02/17","Casas de cambio","15.762","15.380"
"14/02/17","Casas de cambio","15.772","15.393"
"15/02/17","Casas de cambio","15.695","15.313"
"16/02/17","Casas de cambio","15.682","15.293"
"17/02/17","Casas de cambio","15.946","15.552"
"19/02/17","Casas de cambio","15.986","15.591"
"22/02/17","Casas de cambio","15.800","15.420"
"23/02/17","Casas de cambio","15.828","15.440"
"01/03/17","Casas de cambio","15.725","15.334"
"02/03/17","Casas de cambio","15.680","15.291"
"03/03/17","Casas de cambio","15.708","15.311"
"06/03/17","Casas de cambio","15.708","15.311"
"16/03/17","Casas de cambio","15.822","15.402"
"17/03/17","Casas de cambio","15.823","15.403"
"23/03/17","Casas de cambio","15.900","15.480"
"12/04/17","Casas de cambio","15.491","15.066"
